annotation path,recording path,recording path raw,dataset,set,annotation start (ms),annotation end (ms),annotation duration (ms),recording duration (ms),format,child_id,annotation_filename,recording_filename,split
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_22805000_22925000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,22805000,22925000,120000,57599990,eaf,12,123736-5980_1_22805000_22925000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_16205000_16325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,16205000,16325000,120000,57599990,eaf,12,123736-5980_1_16205000_16325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_7205000_7325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,7205000,7325000,120000,57599990,eaf,12,123736-5980_1_7205000_7325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_43205000_43325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,43205000,43325000,120000,57599990,eaf,12,123736-5980_1_43205000_43325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_34205000_34325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,34205000,34325000,120000,57599990,eaf,12,123736-5980_1_34205000_34325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_45005000_45125000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,45005000,45125000,120000,57599990,eaf,12,123736-5980_1_45005000_45125000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_19205000_19325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,19205000,19325000,120000,57599990,eaf,12,123736-5980_1_19205000_19325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_10205000_10325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,10205000,10325000,120000,57599990,eaf,12,123736-5980_1_10205000_10325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_24005000_24125000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,24005000,24125000,120000,57599990,eaf,12,123736-5980_1_24005000_24125000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf_high_volubility/converted/123736-5980_1_46205000_46325000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123736-5980_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123736-5980_1.wav,bergelson,eaf_high_volubility,46205000,46325000,120000,57599990,eaf,12,123736-5980_1_46205000_46325000.csv,123736-5980_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_13920000_14040000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,13920000,14040000,120000,57599990,eaf,8,123743-6035_1_13920000_14040000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_26940000_27060000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,26940000,27060000,120000,57599990,eaf,8,123743-6035_1_26940000_27060000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_30300000_30420000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,30300000,30420000,120000,57599990,eaf,8,123743-6035_1_30300000_30420000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_30840000_30960000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,30840000,30960000,120000,57599990,eaf,8,123743-6035_1_30840000_30960000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_8160000_8280000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,8160000,8280000,120000,57599990,eaf,8,123743-6035_1_8160000_8280000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_21240000_21360000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,21240000,21360000,120000,57599990,eaf,8,123743-6035_1_21240000_21360000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_18600000_18720000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,18600000,18720000,120000,57599990,eaf,8,123743-6035_1_18600000_18720000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_49440000_49560000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,49440000,49560000,120000,57599990,eaf,8,123743-6035_1_49440000_49560000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_37980000_38100000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,37980000,38100000,120000,57599990,eaf,8,123743-6035_1_37980000_38100000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_27780000_27900000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,27780000,27900000,120000,57599990,eaf,8,123743-6035_1_27780000_27900000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_41460000_41580000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,41460000,41580000,120000,57599990,eaf,8,123743-6035_1_41460000_41580000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_19380000_19500000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,19380000,19500000,120000,57599990,eaf,8,123743-6035_1_19380000_19500000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_10680000_10800000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,10680000,10800000,120000,57599990,eaf,8,123743-6035_1_10680000_10800000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_22140000_22260000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,22140000,22260000,120000,57599990,eaf,8,123743-6035_1_22140000_22260000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/annotations/eaf/an1/converted/123743-6035_1_45540000_45660000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/converted/standard/123743-6035_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/bergelson/recordings/raw/123743-6035_1.wav,bergelson,eaf/an1,45540000,45660000,120000,57599990,eaf,8,123743-6035_1_45540000_45660000.csv,123743-6035_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_38040000_38100000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,38040000,38100000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_38040000_38100000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_56040000_56100000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,56040000,56100000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_56040000_56100000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_27240000_27300000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,27240000,27300000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_27240000_27300000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/eaf_2024/DFGB/converted/tsimane2017_C27_20170713_23640000_23700000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,eaf_2024/DFGB,23640000,23700000,60000,78678700,eaf,C27,tsimane2017_C27_20170713_23640000_23700000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/eaf_2024/DFGB/converted/tsimane2017_C27_20170713_45240000_45300000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,eaf_2024/DFGB,45240000,45300000,60000,78678700,eaf,C27,tsimane2017_C27_20170713_45240000_45300000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_2040000_2100000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,2040000,2100000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_2040000_2100000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_30840000_30900000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,30840000,30900000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_30840000_30900000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/eaf_2024/DFGB/converted/tsimane2017_C27_20170713_48840000_48900000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,eaf_2024/DFGB,48840000,48900000,60000,78678700,eaf,C27,tsimane2017_C27_20170713_48840000_48900000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_59640000_59700000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,59640000,59700000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_59640000_59700000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_41640000_41700000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,41640000,41700000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_41640000_41700000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_34440000_34500000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,34440000,34500000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_34440000_34500000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/eaf_2024/DFGB/converted/tsimane2017_C27_20170713_77640000_77700000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,eaf_2024/DFGB,77640000,77700000,60000,78678700,eaf,C27,tsimane2017_C27_20170713_77640000_77700000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/textgrid/mm/converted/tsimane2017_C27_20170713_70440000_70500000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,textgrid/mm,70440000,70500000,60000,78678700,TextGrid,C27,tsimane2017_C27_20170713_70440000_70500000.csv,tsimane2017_C27_20170713.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/annotations/eaf_2024/DFGB/converted/tsimane2017_C27_20170713_20040000_20100000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/converted/standard/tsimane2017_C27_20170713.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/tsimane2017/recordings/raw/tsimane2017_C27_20170713.wav,tsimane2017,eaf_2024/DFGB,20040000,20100000,60000,78678700,eaf,C27,tsimane2017_C27_20170713_20040000_20100000.csv,tsimane2017_C27_20170713.wav,train
