dataset,set,child_id,time_seek,range_onset,range_offset,annotation duration (ms),full annotation path,full recording path,split
warlaumont,eaf/an1,0530,-55225848,694152,814152,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_6_694152_814152.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_6.wav,train
warlaumont,eaf/an1,0530,-10847850,5472150,5592150,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_2_5472150_5592150.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_2.wav,train
warlaumont,eaf/reliability,0530,-34239170,12800830,12860830,60000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/reliability/converted/0530_000304_3_12800830_12860830.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_3.wav,train
warlaumont,eaf/an1,0530,-10847850,16212150,16332150,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_2_16212150_16332150.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_2.wav,train
warlaumont,eaf/an1,0530,-10847850,132150,252150,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_2_132150_252150.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_2.wav,train
warlaumont,eaf/an1,0530,-34239170,14480830,14600830,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_3_14480830_14600830.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_3.wav,train
warlaumont,eaf/an1,0530,-34239170,9680830,9800830,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_3_9680830_9800830.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_3.wav,train
warlaumont,eaf/an1,0530,-10847850,10272150,10392150,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_2_10272150_10392150.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_2.wav,train
warlaumont,eaf/an1,0530,-34239170,2840830,2960830,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_3_2840830_2960830.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_3.wav,train
warlaumont,eaf/an1,0530,-34239170,13460830,13580830,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_3_13460830_13580830.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_3.wav,train
warlaumont,eaf/an1,0530,-10847850,19932150,20052150,120000,/scratch1/data/laac_data/datasets/warlaumont/annotations/eaf/an1/converted/0530_000304_2_19932150_20052150.csv,/scratch1/data/laac_data/datasets/warlaumont/recordings/converted/standard/0530_000304_2.wav,train
solomon,solis/NM,C181,0,12840000,12900000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_12840000_12900000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,12840000,12900000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_12840000_12900000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,34440000,34500000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_34440000_34500000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,9240000,9300000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_9240000_9300000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,27240000,27300000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_27240000_27300000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,38040000,38100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_38040000_38100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,38040000,38100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_38040000_38100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,30840000,30900000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_30840000_30900000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,23640000,23700000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_23640000_23700000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,20040000,20100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_20040000_20100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,27240000,27300000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_27240000_27300000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,9240000,9300000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_9240000_9300000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,2040000,2100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_2040000_2100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,16440000,16500000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_16440000_16500000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,16440000,16500000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_16440000_16500000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,34440000,34500000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_34440000_34500000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,20040000,20100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_20040000_20100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/NM,C181,0,5640000,5700000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/NM/converted/01_CW03_CH03_LM04_LM34_190622_5640000_5700000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,30840000,30900000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_30840000_30900000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,2040000,2100000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_2040000_2100000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
solomon,solis/BC,C181,0,23640000,23700000,60000,/scratch1/data/laac_data/datasets/solomon/annotations/solis/BC/converted/01_CW03_CH03_LM04_LM34_190622_23640000_23700000.csv,/scratch1/data/laac_data/datasets/solomon/recordings/converted/standard/01_CW03_CH03_LM04_LM34_190622.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,20275000,20345000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_20275000_20345000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,16615000,16685000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_16615000_16685000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,12955000,13025000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_12955000_13025000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,5635000,5705000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_5635000_5705000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,9295000,9365000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_9295000_9365000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
babylogger-vs-lena-data,eaf_2025/PB,9,0,1975000,2045000,70000,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/annotations/eaf_2025/PB/converted/lena/e20210623_111609_013097_1975000_2045000.csv,/scratch1/data/laac_data/datasets/babylogger-vs-lena-data/recordings/converted/standard/lena/e20210623_111609_013097.wav,train
israel-natovich,eaf_och_2024/IK,0718,13196283,13256283,13289867,33584,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718b_13256283_13289867.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718b.wav,train
israel-natovich,eaf_och_2024/IK,0718,4281644,4341644,4379992,38348,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718b_4341644_4379992.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718b.wav,train
israel-natovich,eaf_och_2024/IK,0718,13589676,13649676,13678992,29316,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718b_13649676_13678992.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718b.wav,train
israel-natovich,eaf_och_2024/IK,0718,6448011,6508011,6539766,31755,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718a_6508011_6539766.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718a.wav,train
israel-natovich,eaf_och_2024/IK,0718,9420183,9480183,9509493,29310,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718b_9480183_9509493.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718b.wav,train
israel-natovich,eaf_och_2024/IK,0718,12656418,12716418,12749075,32657,/scratch1/data/laac_data/datasets/israel-natovich/annotations/eaf_och_2024/IK/converted/0718b_12716418_12749075.csv,/scratch1/data/laac_data/datasets/israel-natovich/recordings/converted/standard/0718b.wav,train
cougar,eaf_2023/JN,RH29,0,4539000,4839000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2023/JN/converted/e20110308_084141_004222_1_4539000_4839000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,cha/an1,RH29,5439000,5439000,5739000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/cha/an1/converted/e20110308_084141_004222_1_5439000_5739000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/LQ,RH29,27934000,27939000,28239000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/LQ/converted/e20110308_084141_004222_1_27939000_28239000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,cha/an1,RH29,27939000,27939000,28239000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/cha/an1/converted/e20110308_084141_004222_1_27939000_28239000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/HA,RH29,5434000,5439000,5739000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/HA/converted/e20110308_084141_004222_1_5439000_5739000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/LQ,RH29,5434000,5439000,5739000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/LQ/converted/e20110308_084141_004222_1_5439000_5739000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,cha/an1,RH29,4539000,4539000,4839000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/cha/an1/converted/e20110308_084141_004222_1_4539000_4839000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/LQ,RH29,4534000,4539000,4839000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/LQ/converted/e20110308_084141_004222_1_4539000_4839000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2023/JN,RH29,0,27939000,28239000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2023/JN/converted/e20110308_084141_004222_1_27939000_28239000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/HA,RH29,4534000,4539000,4839000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/HA/converted/e20110308_084141_004222_1_4539000_4839000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2023/JN,RH29,0,5439000,5739000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2023/JN/converted/e20110308_084141_004222_1_5439000_5739000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
cougar,eaf_2025_May/HA,RH29,27934000,27939000,28239000,300000,/scratch1/data/laac_data/datasets/cougar/annotations/eaf_2025_May/HA/converted/e20110308_084141_004222_1_27939000_28239000.csv,/scratch1/data/laac_data/datasets/cougar/recordings/converted/standard/e20110308_084141_004222_1.wav,train
bergelson,eaf/an1,9,0,19140000,19260000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_19140000_19260000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,38460000,38580000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_38460000_38580000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,10440000,10560000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_10440000_10560000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,3780000,3900000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_3780000_3900000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,10740000,10860000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_10740000_10860000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,29940000,30060000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_29940000_30060000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,4740000,4860000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_4740000_4860000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
bergelson,eaf/an1,9,0,12180000,12300000,120000,/scratch1/data/laac_data/datasets/bergelson/annotations/eaf/an1/converted/123866-7758_1_12180000_12300000.csv,/scratch1/data/laac_data/datasets/bergelson/recordings/converted/standard/123866-7758_1.wav,train
providence,cha,Ethan,0,0,3569679,3569679,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010602_0_3569679.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010602.wav,train
providence,cha,Ethan,0,0,3551507,3551507,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010620_0_3551507.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010620.wav,train
providence,cha,Ethan,0,0,3611629,3611629,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010105_0_3611629.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010105.wav,train
providence,cha,Ethan,0,0,2510917,2510917,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_011110_0_2510917.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_011110.wav,train
providence,cha,Ethan,0,0,3437083,3437083,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010700_0_3437083.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010700.wav,train
providence,cha,Ethan,0,0,3817482,3817482,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010726_0_3817482.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010726.wav,train
providence,cha,Ethan,0,0,3313817,3313817,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_021005_0_3313817.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_021005.wav,train
providence,cha,Ethan,0,0,3630378,3630378,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010714_0_3630378.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010714.wav,train
providence,cha,Ethan,0,0,3650490,3650490,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010804_0_3650490.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010804.wav,train
providence,cha,Ethan,0,0,3438808,3438808,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020810_0_3438808.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020810.wav,train
providence,cha,Ethan,0,0,3580526,3580526,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020319_0_3580526.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020319.wav,train
providence,cha,Ethan,0,0,3442029,3442029,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020526_0_3442029.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020526.wav,train
providence,cha,Ethan,0,0,3585235,3585235,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_021101_0_3585235.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_021101.wav,train
providence,cha,Ethan,0,0,3466595,3466595,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_021018_0_3466595.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_021018.wav,train
providence,cha,Ethan,0,0,3770035,3770035,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010315_0_3770035.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010315.wav,train
providence,cha,Ethan,0,0,3710512,3710512,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010006_0_3710512.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010006.wav,train
providence,cha,Ethan,0,0,3714357,3714357,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010926_0_3714357.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010926.wav,train
providence,cha,Ethan,0,0,3000446,3000446,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020624_0_3000446.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020624.wav,train
providence,cha,Ethan,0,0,3444661,3444661,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010021_0_3444661.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010021.wav,train
providence,cha,Ethan,0,0,3466821,3466821,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020402_0_3466821.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020402.wav,train
providence,cha,Ethan,0,0,3628097,3628097,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_020208_0_3628097.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_020208.wav,train
providence,cha,Ethan,0,0,3594108,3594108,/scratch1/data/laac_data/datasets/providence/annotations/cha/converted/Ethan/Ethan_010820_0_3594108.csv,/scratch1/data/laac_data/datasets/providence/recordings/converted/standard/Ethan/Ethan_010820.wav,train
