annotation path,recording path,recording path raw,dataset,set,annotation start (ms),annotation end (ms),annotation duration (ms),recording duration (ms),format,child_id,annotation_filename,recording_filename,split
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/annotations/eaf/an1/converted/1156_1_43020000_43140000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/converted/standard/1156_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/raw/1156_1.wav,lucid,eaf/an1,43020000,43140000,120000,57599990,eaf,C026,1156_1_43020000_43140000.csv,1156_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/annotations/eaf/an1/converted/1156_1_25800000_25920000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/converted/standard/1156_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/raw/1156_1.wav,lucid,eaf/an1,25800000,25920000,120000,57599990,eaf,C026,1156_1_25800000_25920000.csv,1156_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/annotations/eaf/an1/converted/1156_1_10140000_10260000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/converted/standard/1156_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/raw/1156_1.wav,lucid,eaf/an1,10140000,10260000,120000,57599990,eaf,C026,1156_1_10140000_10260000.csv,1156_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/annotations/eaf/an1/converted/1156_1_34860000_34980000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/converted/standard/1156_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/raw/1156_1.wav,lucid,eaf/an1,34860000,34980000,120000,57599990,eaf,C026,1156_1_34860000_34980000.csv,1156_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/annotations/eaf/an1/converted/1156_1_46020000_46140000.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/converted/standard/1156_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lucid/recordings/raw/1156_1.wav,lucid,eaf/an1,46020000,46140000,120000,57599990,eaf,C026,1156_1_46020000_46140000.csv,1156_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_31771372_31783372.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,31771372,31783372,12000,43814050,eaf,SAV,e20130817_183307_008066_1_31771372_31783372.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130825_190818_008344_1_41015641_41025371.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/CA,41015641,41025371,9730,44405680,eaf,SAV,e20130825_190818_008344_1_41015641_41025371.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130817_183307_008066_1_38723236_38735504.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/CA,38723236,38735504,12268,43814050,eaf,SAV,e20130817_183307_008066_1_38723236_38735504.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/JC/converted/e20130817_183307_008066_1_3147863_3157019.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/JC,3147863,3157019,9156,43814050,eaf,SAV,e20130817_183307_008066_1_3147863_3157019.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130817_183307_008066_1_31679993_31689491.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/ER,31679993,31689491,9498,43814050,eaf,SAV,e20130817_183307_008066_1_31679993_31689491.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130826_015914_008015_1_24563616_24572012.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/LL,24563616,24572012,8396,44550860,eaf,SAV,e20130826_015914_008015_1_24563616_24572012.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130826_015914_008015_1_16583493_16592011.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/CA,16583493,16592011,8518,44550860,eaf,SAV,e20130826_015914_008015_1_16583493_16592011.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130825_190818_008344_1_19641260_19654010.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/LL,19641260,19654010,12750,44405680,eaf,SAV,e20130825_190818_008344_1_19641260_19654010.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_31753482_31759942.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,31753482,31759942,6460,43814050,eaf,SAV,e20130817_183307_008066_1_31753482_31759942.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/PC/converted/e20130825_190818_008344_1_19500161_19511992.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/PC,19500161,19511992,11831,44405680,eaf,SAV,e20130825_190818_008344_1_19500161_19511992.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_31870699_31882699.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,31870699,31882699,12000,43814050,eaf,SAV,e20130817_183307_008066_1_31870699_31882699.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130825_190818_008344_1_41602511_41614511.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/ER,41602511,41614511,12000,44405680,eaf,SAV,e20130825_190818_008344_1_41602511_41614511.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130826_015914_008015_1_17181511_17193451.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/LL,17181511,17193451,11940,44550860,eaf,SAV,e20130826_015914_008015_1_17181511_17193451.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130825_190818_008344_1_19500161_19511992.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/CA,19500161,19511992,11831,44405680,eaf,SAV,e20130825_190818_008344_1_19500161_19511992.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130817_183307_008066_1_32003284_32014455.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/LL,32003284,32014455,11171,43814050,eaf,SAV,e20130817_183307_008066_1_32003284_32014455.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_2645103_2657103.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,2645103,2657103,12000,43814050,eaf,SAV,e20130817_183307_008066_1_2645103_2657103.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130826_015914_008015_1_34462332_34474993.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/LL,34462332,34474993,12661,44550860,eaf,SAV,e20130826_015914_008015_1_34462332_34474993.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130817_183307_008066_1_31679993_31689491.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/LL,31679993,31689491,9498,43814050,eaf,SAV,e20130817_183307_008066_1_31679993_31689491.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/JC/converted/e20130817_183307_008066_1_2645103_2657103.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/JC,2645103,2657103,12000,43814050,eaf,SAV,e20130817_183307_008066_1_2645103_2657103.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130817_183307_008066_1_39515690_39526492.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/CA,39515690,39526492,10802,43814050,eaf,SAV,e20130817_183307_008066_1_39515690_39526492.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130826_015914_008015_1_18541643_18551717.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/CA,18541643,18551717,10074,44550860,eaf,SAV,e20130826_015914_008015_1_18541643_18551717.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130825_190818_008344_1_40872011_40883010.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/LL,40872011,40883010,10999,44405680,eaf,SAV,e20130825_190818_008344_1_40872011_40883010.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/LL/converted/e20130825_190818_008344_1_41623456_41635791.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/LL,41623456,41635791,12335,44405680,eaf,SAV,e20130825_190818_008344_1_41623456_41635791.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130817_183307_008066_1_30571575_30583992.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/ER,30571575,30583992,12417,43814050,eaf,SAV,e20130817_183307_008066_1_30571575_30583992.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_38895114_38907114.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,38895114,38907114,12000,43814050,eaf,SAV,e20130817_183307_008066_1_38895114_38907114.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/JC/converted/e20130817_183307_008066_1_31870699_31882699.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/JC,31870699,31882699,12000,43814050,eaf,SAV,e20130817_183307_008066_1_31870699_31882699.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/PC/converted/e20130825_190818_008344_1_41602737_41613773.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130825_190818_008344_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130825_190818_008344_1.wav,lyon,eaf_2022/PC,41602737,41613773,11036,44405680,eaf,SAV,e20130825_190818_008344_1_41602737_41613773.csv,e20130825_190818_008344_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_37795226_37807226.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,37795226,37807226,12000,43814050,eaf,SAV,e20130817_183307_008066_1_37795226_37807226.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/JC/converted/e20130817_183307_008066_1_37795226_37807226.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/JC,37795226,37807226,12000,43814050,eaf,SAV,e20130817_183307_008066_1_37795226_37807226.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130826_015914_008015_1_16796903_16809263.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/ER,16796903,16809263,12360,44550860,eaf,SAV,e20130826_015914_008015_1_16796903_16809263.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/JC/converted/e20130817_183307_008066_1_31679053_31686240.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/JC,31679053,31686240,7187,43814050,eaf,SAV,e20130817_183307_008066_1_31679053_31686240.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/PC/converted/e20130826_015914_008015_1_17183492_17193011.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/PC,17183492,17193011,9519,44550860,eaf,SAV,e20130826_015914_008015_1_17183492_17193011.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130817_183307_008066_1_30601052_30611464.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/ER,30601052,30611464,10412,43814050,eaf,SAV,e20130817_183307_008066_1_30601052_30611464.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/CA/converted/e20130826_015914_008015_1_8662572_8675762.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/CA,8662572,8675762,13190,44550860,eaf,SAV,e20130826_015914_008015_1_8662572_8675762.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/PC/converted/e20130826_015914_008015_1_8662572_8675762.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/PC,8662572,8675762,13190,44550860,eaf,SAV,e20130826_015914_008015_1_8662572_8675762.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130826_015914_008015_1_34462332_34474993.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130826_015914_008015_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130826_015914_008015_1.wav,lyon,eaf_2022/ER,34462332,34474993,12661,44550860,eaf,SAV,e20130826_015914_008015_1_34462332_34474993.csv,e20130826_015914_008015_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2021_conv/EC/converted/e20130817_183307_008066_1_30199623_30211179.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2021_conv/EC,30199623,30211179,11556,43814050,eaf,SAV,e20130817_183307_008066_1_30199623_30211179.csv,e20130817_183307_008066_1.wav,train
/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/annotations/eaf_2022/ER/converted/e20130817_183307_008066_1_31892110_31904312.csv,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/converted/standard/e20130817_183307_008066_1.wav,/Users/laurensborst/Desktop/benchmarking-data-2025/datasets/lyon/recordings/raw/e20130817_183307_008066_1.wav,lyon,eaf_2022/ER,31892110,31904312,12202,43814050,eaf,SAV,e20130817_183307_008066_1_31892110_31904312.csv,e20130817_183307_008066_1.wav,train
